5.3257e-06,-5.4962e-05,-2.5898e-06,3.5328e-05,-0.00010965,2.3931e-05,1.1559e-06,-2.259e-07,-1.5709e-08,-3.3815e-06,-3.4756e-06,-5.6337e-06,-2.0355e-05,-4.7056e-06,-2.5424e-05,2.8631e-05,-9.8179e-05
2.8773e-05,-0.00010698,1.4435e-05,0.00018194,-0.0002544,1.1559e-06,2.7703e-05,1.6942e-07,2.6508e-08,0.00014827,0.00014291,-8.2058e-06,-5.0065e-05,-3.6427e-05,-3.2771e-05,0.0001851,-0.00023954
4.9944e-06,-6.1752e-06,3.0416e-06,8.1136e-06,-1.1596e-05,-2.259e-07,1.6942e-07,2.0565e-05,1.4726e-08,7.5112e-06,7.4171e-06,-3.1901e-07,-2.5366e-06,-1.7604e-06,-1.2899e-06,8.9919e-06,-1.2154e-05
5.7679e-07,-5.0307e-07,3.6314e-07,7.2454e-07,-8.8653e-07,-1.5709e-08,2.6508e-08,1.4726e-08,2.0006e-05,5.3703e-07,5.3703e-07,-2.4459e-08,-1.9849e-07,-1.5445e-07,-1.2979e-07,7.8107e-07,-9.394e-07
0.0006391,-0.0021022,0.0003023,0.0047308,-0.0047022,-3.3815e-06,0.00014827,7.5112e-06,5.3703e-07,0.0045332,0.0043624,-0.00012047,-0.00092982,-0.00096006,-0.00031725,0.0047775,-0.0044867
0.00061315,-0.0020191,0.00028904,0.0045551,-0.0045092,-3.4756e-06,0.00014291,7.4171e-06,5.3703e-07,0.0043624,0.0042388,-0.00011542,-0.00089113,-0.00092519,-0.00030123,0.0046029,-0.0042998
-4.746e-05,0.00019831,-1.9913e-05,-0.00022116,0.00042904,-5.6337e-06,-8.2058e-06,-3.1901e-07,-2.4459e-08,-0.00012047,-0.00011542,3.7573e-05,8.3738e-05,4.0848e-05,7.8663e-05,-0.00021688,0.00040164
-0.00026982,0.0010179,-0.000125,-0.0013811,0.002267,-2.0355e-05,-5.0065e-05,-2.5366e-06,-1.9849e-07,-0.00092982,-0.00089113,8.3738e-05,0.00046624,0.00026453,0.0003583,-0.0013725,0.0021417
-0.00017379,0.00059935,-8.1802e-05,-0.0011211,0.0013386,-4.7056e-06,-3.6427e-05,-1.7604e-06,-1.5445e-07,-0.00096006,-0.00092519,4.0848e-05,0.00026453,0.00024301,0.00014256,-0.0011242,0.001274
-0.00020182,0.00084157,-8.9346e-05,-0.00079267,0.0018342,-2.5424e-05,-3.2771e-05,-1.2899e-06,-1.2979e-07,-0.00031725,-0.00030123,7.8663e-05,0.0003583,0.00014256,0.00039061,-0.0007762,0.0017147
0.00089557,-0.0031181,0.00041984,0.0056695,-0.0069499,2.8631e-05,0.0001851,8.9919e-06,7.8107e-07,0.0047775,0.0046029,-0.00021688,-0.0013725,-0.0011242,-0.0007762,0.0056998,-0.0066086
-0.0012954,0.0048913,-0.00059788,-0.0066541,0.01088,-9.8179e-05,-0.00023954,-1.2154e-05,-9.394e-07,-0.0044867,-0.0042998,0.00040164,0.0021417,0.001274,0.0017147,-0.0066086,0.0103
0.00039226,-0.00068001,0.00021575,0.00090469,-0.0013466,5.3257e-06,2.8773e-05,4.9944e-06,5.7679e-07,0.0006391,0.00061315,-4.746e-05,-0.00026982,-0.00017379,-0.00020182,0.00089557,-0.0012954
-0.00068001,0.0024832,-0.00029962,-0.0031654,0.0051912,-5.4962e-05,-0.00010698,-6.1752e-06,-5.0307e-07,-0.0021022,-0.0020191,0.00019831,0.0010179,0.00059935,0.00084157,-0.0031181,0.0048913
0.00021575,-0.00029962,0.00016036,0.00041487,-0.00060838,-2.5898e-06,1.4435e-05,3.0416e-06,3.6314e-07,0.0003023,0.00028904,-1.9913e-05,-0.000125,-8.1802e-05,-8.9346e-05,0.00041984,-0.00059788
0.00090469,-0.0031654,0.00041487,0.0057077,-0.007008,3.5328e-05,0.00018194,8.1136e-06,7.2454e-07,0.0047308,0.0045551,-0.00022116,-0.0013811,-0.0011211,-0.00079267,0.0056695,-0.0066541
-0.0013466,0.0051912,-0.00060838,-0.007008,0.011591,-0.00010965,-0.0002544,-1.1596e-05,-8.8653e-07,-0.0047022,-0.0045092,0.00042904,0.002267,0.0013386,0.0018342,-0.0069499,0.01088
5.3257e-06,-5.4962e-05,-2.5898e-06,3.5328e-05,-0.00010965,2.3931e-05,1.1559e-06,-2.259e-07,-1.5709e-08,-3.3815e-06,-3.4756e-06,-5.6337e-06,-2.0355e-05,-4.7056e-06,-2.5424e-05,2.8631e-05,-9.8179e-05
2.8773e-05,-0.00010698,1.4435e-05,0.00018194,-0.0002544,1.1559e-06,2.7703e-05,1.6942e-07,2.6508e-08,0.00014827,0.00014291,-8.2058e-06,-5.0065e-05,-3.6427e-05,-3.2771e-05,0.0001851,-0.00023954
4.9944e-06,-6.1752e-06,3.0416e-06,8.1136e-06,-1.1596e-05,-2.259e-07,1.6942e-07,2.0565e-05,1.4726e-08,7.5112e-06,7.4171e-06,-3.1901e-07,-2.5366e-06,-1.7604e-06,-1.2899e-06,8.9919e-06,-1.2154e-05
5.7679e-07,-5.0307e-07,3.6314e-07,7.2454e-07,-8.8653e-07,-1.5709e-08,2.6508e-08,1.4726e-08,2.0006e-05,5.3703e-07,5.3703e-07,-2.4459e-08,-1.9849e-07,-1.5445e-07,-1.2979e-07,7.8107e-07,-9.394e-07
0.0006391,-0.0021022,0.0003023,0.0047308,-0.0047022,-3.3815e-06,0.00014827,7.5112e-06,5.3703e-07,0.0045332,0.0043624,-0.00012047,-0.00092982,-0.00096006,-0.00031725,0.0047775,-0.0044867
0.00061315,-0.0020191,0.00028904,0.0045551,-0.0045092,-3.4756e-06,0.00014291,7.4171e-06,5.3703e-07,0.0043624,0.0042388,-0.00011542,-0.00089113,-0.00092519,-0.00030123,0.0046029,-0.0042998
-4.746e-05,0.00019831,-1.9913e-05,-0.00022116,0.00042904,-5.6337e-06,-8.2058e-06,-3.1901e-07,-2.4459e-08,-0.00012047,-0.00011542,3.7573e-05,8.3738e-05,4.0848e-05,7.8663e-05,-0.00021688,0.00040164
-0.00026982,0.0010179,-0.000125,-0.0013811,0.002267,-2.0355e-05,-5.0065e-05,-2.5366e-06,-1.9849e-07,-0.00092982,-0.00089113,8.3738e-05,0.00046624,0.00026453,0.0003583,-0.0013725,0.0021417
-0.00017379,0.00059935,-8.1802e-05,-0.0011211,0.0013386,-4.7056e-06,-3.6427e-05,-1.7604e-06,-1.5445e-07,-0.00096006,-0.00092519,4.0848e-05,0.00026453,0.00024301,0.00014256,-0.0011242,0.001274
-0.00020182,0.00084157,-8.9346e-05,-0.00079267,0.0018342,-2.5424e-05,-3.2771e-05,-1.2899e-06,-1.2979e-07,-0.00031725,-0.00030123,7.8663e-05,0.0003583,0.00014256,0.00039061,-0.0007762,0.0017147
0.00089557,-0.0031181,0.00041984,0.0056695,-0.0069499,2.8631e-05,0.0001851,8.9919e-06,7.8107e-07,0.0047775,0.0046029,-0.00021688,-0.0013725,-0.0011242,-0.0007762,0.0056998,-0.0066086
-0.0012954,0.0048913,-0.00059788,-0.0066541,0.01088,-9.8179e-05,-0.00023954,-1.2154e-05,-9.394e-07,-0.0044867,-0.0042998,0.00040164,0.0021417,0.001274,0.0017147,-0.0066086,0.0103
0.00039226,-0.00068001,0.00021575,0.00090469,-0.0013466,5.3257e-06,2.8773e-05,4.9944e-06,5.7679e-07,0.0006391,0.00061315,-4.746e-05,-0.00026982,-0.00017379,-0.00020182,0.00089557,-0.0012954
-0.00068001,0.0024832,-0.00029962,-0.0031654,0.0051912,-5.4962e-05,-0.00010698,-6.1752e-06,-5.0307e-07,-0.0021022,-0.0020191,0.00019831,0.0010179,0.00059935,0.00084157,-0.0031181,0.0048913
0.00021575,-0.00029962,0.00016036,0.00041487,-0.00060838,-2.5898e-06,1.4435e-05,3.0416e-06,3.6314e-07,0.0003023,0.00028904,-1.9913e-05,-0.000125,-8.1802e-05,-8.9346e-05,0.00041984,-0.00059788
0.00090469,-0.0031654,0.00041487,0.0057077,-0.007008,3.5328e-05,0.00018194,8.1136e-06,7.2454e-07,0.0047308,0.0045551,-0.00022116,-0.0013811,-0.0011211,-0.00079267,0.0056695,-0.0066541
-0.0013466,0.0051912,-0.00060838,-0.007008,0.011591,-0.00010965,-0.0002544,-1.1596e-05,-8.8653e-07,-0.0047022,-0.0045092,0.00042904,0.002267,0.0013386,0.0018342,-0.0069499,0.01088
5.3257e-06,-5.4962e-05,-2.5898e-06,3.5328e-05,-0.00010965,2.3931e-05,1.1559e-06,-2.259e-07,-1.5709e-08,-3.3815e-06,-3.4756e-06,-5.6337e-06,-2.0355e-05,-4.7056e-06,-2.5424e-05,2.8631e-05,-9.8179e-05
2.8773e-05,-0.00010698,1.4435e-05,0.00018194,-0.0002544,1.1559e-06,2.7703e-05,1.6942e-07,2.6508e-08,0.00014827,0.00014291,-8.2058e-06,-5.0065e-05,-3.6427e-05,-3.2771e-05,0.0001851,-0.00023954
4.9944e-06,-6.1752e-06,3.0416e-06,8.1136e-06,-1.1596e-05,-2.259e-07,1.6942e-07,2.0565e-05,1.4726e-08,7.5112e-06,7.4171e-06,-3.1901e-07,-2.5366e-06,-1.7604e-06,-1.2899e-06,8.9919e-06,-1.2154e-05
5.7679e-07,-5.0307e-07,3.6314e-07,7.2454e-07,-8.8653e-07,-1.5709e-08,2.6508e-08,1.4726e-08,2.0006e-05,5.3703e-07,5.3703e-07,-2.4459e-08,-1.9849e-07,-1.5445e-07,-1.2979e-07,7.8107e-07,-9.394e-07
0.0006391,-0.0021022,0.0003023,0.0047308,-0.0047022,-3.3815e-06,0.00014827,7.5112e-06,5.3703e-07,0.0045332,0.0043624,-0.00012047,-0.00092982,-0.00096006,-0.00031725,0.0047775,-0.0044867
0.00061315,-0.0020191,0.00028904,0.0045551,-0.0045092,-3.4756e-06,0.00014291,7.4171e-06,5.3703e-07,0.0043624,0.0042388,-0.00011542,-0.00089113,-0.00092519,-0.00030123,0.0046029,-0.0042998
-4.746e-05,0.00019831,-1.9913e-05,-0.00022116,0.00042904,-5.6337e-06,-8.2058e-06,-3.1901e-07,-2.4459e-08,-0.00012047,-0.00011542,3.7573e-05,8.3738e-05,4.0848e-05,7.8663e-05,-0.00021688,0.00040164
-0.00026982,0.0010179,-0.000125,-0.0013811,0.002267,-2.0355e-05,-5.0065e-05,-2.5366e-06,-1.9849e-07,-0.00092982,-0.00089113,8.3738e-05,0.00046624,0.00026453,0.0003583,-0.0013725,0.0021417
-0.00017379,0.00059935,-8.1802e-05,-0.0011211,0.0013386,-4.7056e-06,-3.6427e-05,-1.7604e-06,-1.5445e-07,-0.00096006,-0.00092519,4.0848e-05,0.00026453,0.00024301,0.00014256,-0.0011242,0.001274
-0.00020182,0.00084157,-8.9346e-05,-0.00079267,0.0018342,-2.5424e-05,-3.2771e-05,-1.2899e-06,-1.2979e-07,-0.00031725,-0.00030123,7.8663e-05,0.0003583,0.00014256,0.00039061,-0.0007762,0.0017147
0.00089557,-0.0031181,0.00041984,0.0056695,-0.0069499,2.8631e-05,0.0001851,8.9919e-06,7.8107e-07,0.0047775,0.0046029,-0.00021688,-0.0013725,-0.0011242,-0.0007762,0.0056998,-0.0066086
-0.0012954,0.0048913,-0.00059788,-0.0066541,0.01088,-9.8179e-05,-0.00023954,-1.2154e-05,-9.394e-07,-0.0044867,-0.0042998,0.00040164,0.0021417,0.001274,0.0017147,-0.0066086,0.0103
0.00039226,-0.00068001,0.00021575,0.00090469,-0.0013466,5.3257e-06,2.8773e-05,4.9944e-06,5.7679e-07,0.0006391,0.00061315,-4.746e-05,-0.00026982,-0.00017379,-0.00020182,0.00089557,-0.0012954
-0.00068001,0.0024832,-0.00029962,-0.0031654,0.0051912,-5.4962e-05,-0.00010698,-6.1752e-06,-5.0307e-07,-0.0021022,-0.0020191,0.00019831,0.0010179,0.00059935,0.00084157,-0.0031181,0.0048913
0.00021575,-0.00029962,0.00016036,0.00041487,-0.00060838,-2.5898e-06,1.4435e-05,3.0416e-06,3.6314e-07,0.0003023,0.00028904,-1.9913e-05,-0.000125,-8.1802e-05,-8.9346e-05,0.00041984,-0.00059788
0.00090469,-0.0031654,0.00041487,0.0057077,-0.007008,3.5328e-05,0.00018194,8.1136e-06,7.2454e-07,0.0047308,0.0045551,-0.00022116,-0.0013811,-0.0011211,-0.00079267,0.0056695,-0.0066541
-0.0013466,0.0051912,-0.00060838,-0.007008,0.011591,-0.00010965,-0.0002544,-1.1596e-05,-8.8653e-07,-0.0047022,-0.0045092,0.00042904,0.002267,0.0013386,0.0018342,-0.0069499,0.01088
5.3257e-06,-5.4962e-05,-2.5898e-06,3.5328e-05,-0.00010965,2.3931e-05,1.1559e-06,-2.259e-07,-1.5709e-08,-3.3815e-06,-3.4756e-06,-5.6337e-06,-2.0355e-05,-4.7056e-06,-2.5424e-05,2.8631e-05,-9.8179e-05
2.8773e-05,-0.00010698,1.4435e-05,0.00018194,-0.0002544,1.1559e-06,2.7703e-05,1.6942e-07,2.6508e-08,0.00014827,0.00014291,-8.2058e-06,-5.0065e-05,-3.6427e-05,-3.2771e-05,0.0001851,-0.00023954
4.9944e-06,-6.1752e-06,3.0416e-06,8.1136e-06,-1.1596e-05,-2.259e-07,1.6942e-07,2.0565e-05,1.4726e-08,7.5112e-06,7.4171e-06,-3.1901e-07,-2.5366e-06,-1.7604e-06,-1.2899e-06,8.9919e-06,-1.2154e-05
5.7679e-07,-5.0307e-07,3.6314e-07,7.2454e-07,-8.8653e-07,-1.5709e-08,2.6508e-08,1.4726e-08,2.0006e-05,5.3703e-07,5.3703e-07,-2.4459e-08,-1.9849e-07,-1.5445e-07,-1.2979e-07,7.8107e-07,-9.394e-07
0.0006391,-0.0021022,0.0003023,0.0047308,-0.0047022,-3.3815e-06,0.00014827,7.5112e-06,5.3703e-07,0.0045332,0.0043624,-0.00012047,-0.00092982,-0.00096006,-0.00031725,0.0047775,-0.0044867
0.00061315,-0.0020191,0.00028904,0.0045551,-0.0045092,-3.4756e-06,0.00014291,7.4171e-06,5.3703e-07,0.0043624,0.0042388,-0.00011542,-0.00089113,-0.00092519,-0.00030123,0.0046029,-0.0042998
-4.746e-05,0.00019831,-1.9913e-05,-0.00022116,0.00042904,-5.6337e-06,-8.2058e-06,-3.1901e-07,-2.4459e-08,-0.00012047,-0.00011542,3.7573e-05,8.3738e-05,4.0848e-05,7.8663e-05,-0.00021688,0.00040164
-0.00026982,0.0010179,-0.000125,-0.0013811,0.002267,-2.0355e-05,-5.0065e-05,-2.5366e-06,-1.9849e-07,-0.00092982,-0.00089113,8.3738e-05,0.00046624,0.00026453,0.0003583,-0.0013725,0.0021417
-0.00017379,0.00059935,-8.1802e-05,-0.0011211,0.0013386,-4.7056e-06,-3.6427e-05,-1.7604e-06,-1.5445e-07,-0.00096006,-0.00092519,4.0848e-05,0.00026453,0.00024301,0.00014256,-0.0011242,0.001274
-0.00020182,0.00084157,-8.9346e-05,-0.00079267,0.0018342,-2.5424e-05,-3.2771e-05,-1.2899e-06,-1.2979e-07,-0.00031725,-0.00030123,7.8663e-05,0.0003583,0.00014256,0.00039061,-0.0007762,0.0017147
0.00089557,-0.0031181,0.00041984,0.0056695,-0.0069499,2.8631e-05,0.0001851,8.9919e-06,7.8107e-07,0.0047775,0.0046029,-0.00021688,-0.0013725,-0.0011242,-0.0007762,0.0056998,-0.0066086
-0.0012954,0.0048913,-0.00059788,-0.0066541,0.01088,-9.8179e-05,-0.00023954,-1.2154e-05,-9.394e-07,-0.0044867,-0.0042998,0.00040164,0.0021417,0.001274,0.0017147,-0.0066086,0.0103
